adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[12],1152398,ru,Квест,"The fathers of two teenagers from wealthy families — on a bet who will break down first — send them to a secret camp where quests with a special forces theme are held. Faced with the first difficulties and imminent social conflicts, one of the guys asks to take him home. However, on the eve of leaving the camp, the youngest pupil disappears. All quests are canceled and the most prepared children are asked to help with the search. Children become unwitting witnesses of a crime and fall into the hands of bandits. With a series of adventures, mutual help and revenue, young people are trying to find their way home and escape from danger, because everything did not go according to plan.",2.753,/o0nIfOFAlQLwCZ69LSpoAuyf0xu.jpg,2023-08-24,Quest,False,0.0,0
False,/eY2rV3S7Vo51VrVdzCFCvNTadWm.jpg,"[53, 10770, 18]",1084900,en,Her Study of a Killer,A group of Liberty High School's alumni are preparing for their fifteen-year reunion when the death of one of their most beloved teachers starts a chain of events filled with secrets and revenge no one expects.,1.725,/k86qv0ICYJHWklj1v2CjUG8k0P8.jpg,2023-03-09,Her Study of a Killer,False,3.5,2
False,/q1uLmo2SqoFQKBAG87wbRdOAlFm.jpg,"[80, 53]",1040160,ta,டி3,"Vikram, an inspector from Kutralam, stumbles upon a string of bizarre accidents that all seem to follow a strange pattern. But as he digs deeper, he uncovers a medical crime that sends shockwaves through the place.",1.667,/mGHnzn564AGAsCTRrJWrGRqSHdH.jpg,2023-03-17,D3,False,0.0,0
False,,"[27, 35]",853810,en,Winnie the Pooh - Master of Puppets,An evil bear goes on a killing spree.,1.946,/tDxAzjZuKIryhoibmb2beoHUhh.jpg,2023-06-10,Winnie the Pooh - Master of Puppets,False,0.0,0
False,,[35],1218874,es,No Vayan!!,,1.398,/lcNBu6MRoCmBWY0wPaqyeutr4D9.jpg,2023-11-23,No Vayan!!,False,0.0,0
False,/wN7D1YiTw4WvwEIyN8PxcL28dLy.jpg,[99],1215770,en,Strangers,"When does someone stop being a Stranger?  In a world emerging from social lockdown, this documentary explores the way communication is changing.  Seven participants give us their views on social interactions, before having a conversation with a Stranger.  Will this change their perceptions?",1.752,/wzSmJ7CnH5RtCw7mSiuWHZ3dQ52.jpg,2023-12-16,Strangers,False,0.0,0
False,,[],1203944,en,Melissa Gillespie Audition for Unnamed Strong Female Lead,A struggling actress's audition tape takes a traumatic turn,1.398,/vYl8260RCCEOQsWnLWHIUM0q8kK.jpg,2023-12-04,Melissa Gillespie Audition for Unnamed Strong Female Lead,False,0.0,0
False,,"[18, 9648]",1183259,en,Baby on Board,A haunting and emotional encounter between a police officer and a young father in the dead of night.,1.457,/hgfs12cFy2UiSoW1pLpd7Mnpu7k.jpg,2023-11-05,Baby on Board,False,0.0,0
False,/ggSiGJoumva3mw5kpQKNgIscN7V.jpg,"[35, 18, 10751]",855133,ml,അടി,"Nandu, has been earning a living in Saudi and is engaged to Geethika. They get married but while returning from the church they get in a fight with two men on a bike.",1.924,/7md5bWSbJpN97wbL4DtL6QC8zrz.jpg,2023-04-14,Adi,False,0.0,0
False,/jMnly5T0FrVU1BrBscsPeD3s1zh.jpg,[99],1152648,es,El autócrata,"Historical leaders of the PSOE, among them several former ministers, lambast the political legacy of Pedro Sánchez, President of the Government of Spain.",2.725,/YiFF3PoXS3RioAyUrGMLnIw2d0.jpg,2023-06-30,El autócrata,False,8.2,9
False,/b1PmdOB577WosIeimPv7WTdkDLJ.jpg,"[27, 53]",1136558,ja,みなに幸あれ,"A young woman’s visit to her grandparents’ home leads to the discovery of what’s brought them happiness, a revelation that will lead her to question her choices, sanity and reality itself.",1.766,/80DGQv5qyz9k8fR7BFuXBv928dc.jpg,2023-07-01,Best Wishes to All,False,7.5,2
False,,[16],1220669,en,The Man Who Couldn't Miss Screenings,"An exploration of a group of older Gen-X cinephiles and their relationships to their angry Chinese wives, who want them to stay home and miss screenings & retrospectives. Includes one man who’s particularly obsessed with director Albert Pyun.",2.102,/oeNLsoRavUtustPxVtrsTeKXWSD.jpg,2023-11-21,The Man Who Couldn't Miss Screenings,False,0.0,0
False,/o8dnjoOyJZrHs2X6VVsfqB4kqWX.jpg,"[27, 53]",1209784,ta,ஸ்ட்ரைக்கர்,A para-psychology student Joshi and a Youtuber Priya tries to escape from the ghost of Rajendran by using a Ouija board.,1.397,/vkoDOaNLnBISrLoq2YvmMURBDLW.jpg,2023-09-08,Striker,False,9.0,1
False,,[],1194775,en,Pride Ball 2023,"The definitive vogue ballroom competition is here! Watch as the most famous ""Houses"" battle it out for the top prize in this queer spectator sport spectacle! Filmed at the renowned NeueHouse Hollywood before a live audience, Pride Ball, features hundreds of fierce competitors, seven iconic judges, and ten high-stakes categories! Hosted by the Legendary Isla Ebony and Icon Dashaun Wesley and ballroom luminaries Precious Basquiat and Jack Mizrahi. Sponsored by göt2be, Nike, and NeueHouse.",1.397,/8Mn0TIHse2Uj58kKtsrypv6IzSJ.jpg,2023-06-11,Pride Ball 2023,False,0.0,0
False,/yYo2JNt1fZrfa5DBlPA6pYC1cCR.jpg,"[18, 10751]",1064247,te,రంగమార్తాండ,"After retirement, a Shakespearean theater actor, divides his property amongst his two children. However, their ungratefulness leaves him and his wife homeless during their old age.",1.396,/75hXBoN1iqyPxIsJRFIEkPdbvgB.jpg,2023-03-22,Rangamarthanda,False,6.3,3
False,/8kEC82QAxD5PgPzZ9bN86MlEBMl.jpg,"[28, 53]",735887,en,Ultima Ratio,Tells the story of a former special forces soldier who becomes a one-man army when his wife and daughter are taken hostage during a bank robbery.,1.396,/5whSgrahGfBhRdDVNwYe9DcOdrn.jpg,2023-01-06,Last Resort,False,6.0,4
False,,"[18, 9648, 878]",1077257,en,Todd Tarantula,A psychedelic journey across Los Angeles to find his stolen motorbike leads antihero Todd Tarantula through a time-bending experience where he must uncover the secrets of his past.,2.192,/pSwyaCOAB3bo8XBv9rP9zvhPfOj.jpg,2023-03-01,Todd Tarantula,False,2.0,1
False,/yuV30Dbvfj0C2Cp6uzDzznzvsGW.jpg,[99],1058711,en,A Common Sequence,"An interconnected look at tradition, colonialism, property, faith, and science, as seen through labor practices that link an endangered salamander, mass-produced apples, and the evolving fields of genomics and machine learning.",1.396,/bWN3HjqHHBWiprWBKUrkARJGN0b.jpg,2023-01-20,A Common Sequence,False,0.0,0
False,,[99],1117716,en,I'm Still Here,"In 2020, with everything locked down, the people left abandoned on the streets of London are given a voice, and the actions of an emerging community organization, Under One Sky, highlights the power of human connection.",1.395,/sxEJYI69zdX2far998xgB0fYSYs.jpg,2023-11-22,I'm Still Here,False,0.0,0
False,/x313eVl8BycdIB7nNYY2Atm8VtA.jpg,[],1114162,en,Impact Wrestling: Against All Odds,"Who will seize victory in their battle Against All Odds? Find out LIVE June 9th from the Ohio Expo Center in Columbus, streaming on IMPACT Plus, YouTube for IMPACT Ultimate Insiders and FITE.",1.395,/nnezCWunADIfYAnX5ayIC0V9R2R.jpg,2023-06-09,Impact Wrestling: Against All Odds,False,6.0,2
False,/jF9pwsm1PPBKXDxallfdnhvMkFK.jpg,[35],1125454,ar,ڤوي! ڤوي! ڤوي!,"Hassan lives in poverty with his mother and works as a security guard, then he somehow manages to join a football team for the blind that is close to playing the World Cup in Europe. On this journey, he meets many characters and enters into several exciting and dangerous adventures.",2.34,/2Upr78h67939WzPWzdfadzGXPcH.jpg,2023-09-13,Voy! Voy! Voy!,False,10.0,2
False,,"[53, 18]",1134870,sr,Ni za živu glavu,"After reclaiming her house from the state, the school teacher is being pressured by an investor and all of her surroundings to sell the old family house.",1.393,/8FTH2S8xGMgV0YxF6B3YXkYHZB2.jpg,2023-06-03,Over My Dead Body,False,0.0,0
False,/wS34McVFv8mNnqgpbuiaWBPtbJN.jpg,"[53, 10770]",1185047,en,My Doctor's Secret Life,"Dr. Veronica West had a passionate relationship with a troubled former patient who when she broke it off, he got drunk, and drove his car into a tree, killing himself. She has spent the last year keeping it all secret, or so she thinks.",2.058,/bL7hL3kf6hO5Zmougxfe4rcpuy4.jpg,2023-09-28,My Doctor's Secret Life,False,0.0,0
False,/cmkLuLxPv5eHDFZRcZdLAuq5mNz.jpg,[53],1181803,en,Keeping Secrets,"Determined to prove herself, a police officer must go undercover at a seedy lounge to catch a serial killer.",1.392,/urTjfCvSIpUwVuKcAkpPRqHdkcU.jpg,2023-09-22,Keeping Secrets,False,0.0,0
False,,"[28, 18, 14]",1078835,ja,劇場版 新スーパー戦隊（仮）,"During the grand coronation ceremony of Gira as king, the door to ""Bakabaka, the land of death"" is suddenly opened! What unprecedented ordeal awaits Gira and the other six kings in the Land of the Dead? Will the young kings be able to return to their original world? And will Gira, the ""self-proclaimed king,"" become the true King of Shugoddam!?",3.248,/xLbNAomOE2otOEfglnbix2AkHYR.jpg,2023-07-28,Ohsama Sentai King-Ohger: Adventure Heaven,False,6.0,1
False,,[99],1045192,de,Narcissism: The Auto-Erotic Images.,"Non-binary film maker Toni Karat invited queer and sex-positive people of the ‘Berlin porn bubble’ for this impressive documentary about narcissism and self-love. In authentic and touching self-reflective interviews ten protagonists who are as diverse as possible – lesbian, gay, queer, trans, non-binary and often over 50 – tell their sexual stories and contemplate their personal journeys and struggles. It’s an almost philosophical little masterpiece with a lot of honesty and authenticity on both sides of the camera.",1.392,/joheGX83Z6MZnXqg2eIdOTeXf8F.jpg,2023-01-11,Narcissism: The Auto-Erotic Images.,False,0.0,0
False,,"[35, 80, 18, 53]",1145636,es,Otra Historia de Crimen,,1.576,/xvdaZeCOiQP9bAVwjwuowxcwlb6.jpg,2023-12-14,Otra Historia de Crimen,False,0.0,0
False,,[99],1097595,en,Max Roach: The Drum Also Waltzes,"The Drum Waltzes explores the life and music of legendary drummer, activist Max Roach, his creative peaks, personal struggles and re-inventions from the Jim Crow to Civil Rights eras, from heady days of post-war jazz to hip hop and beyond.",1.391,/uu1YA2LyTRR7SZ5DmbftUcPHvEV.jpg,2023-03-12,Max Roach: The Drum Also Waltzes,False,0.0,0
False,/8YJvr8sFhJWYDedzIu1gTDtxwW8.jpg,"[18, 28, 80]",1138510,zh,狄仁杰之雷火玄龙,,2.724,/yXypFcN2E0SZJj1uaVdjJ2GHReJ.jpg,2023-06-10,Detective Dee and The Dragon of Fire,False,10.0,1
False,,[],1211407,en,S'YA,"Two old friends take a walk to catch up and revisit their usual hangout spot. As they reminisce about the past and sidestep confrontation, one must determine whether to salvage their crumbling friendship.",2.365,/nqnmYyPua3biufxpB7OLaViSZmv.jpg,2023-10-18,S'YA,False,0.0,0
False,,[27],1180281,nl,Wij zijn beesten,"Death haunts nightlife in Amsterdam. A serial killer makes boys disappear without a trace, but in his own way, he is a victim himself. He is not your average serial killer. When Vos unexpectedly develops feelings for the lonely Bram, he is confronted with his own lust for blood, while Bram risks his freedom and his life to preserve the precarious relationship. After all, the sensitive Vos is a vampire, a willy-nilly monster, who sustains himself on the boys he picks up in nightclubs. As the two boys grow closer together, Bram notices that sexually Vos puts up a wall, while Bram wants to push the limits.",1.39,/kV6Zuv72FLIUUURyBxb5f1pqtOg.jpg,2023-09-23,We Are Animals,False,0.0,0
False,/9ouu5nVagSWDzvr7TlmViPrumAS.jpg,[99],1172734,es,El viaje de Julieta,,3.151,/yzVxPCKNbiFOEKM9wpUqy28hCcG.jpg,2023-01-09,El viaje de Julieta,False,0.0,0
False,/7p80p2EcTpZohos8FFYpbIuxOGl.jpg,[35],976226,en,Cora Bora,"Cora senses her open relationship is on the rocks. When the struggling musician and messy millennial goes home to Portland to win her girlfriend back, she realizes it’s much more than her love life that needs salvaging.",3.163,/51NXhJavg44HawZSi5vbOpUGOtV.jpg,2023-03-12,Cora Bora,False,0.0,0
False,,[18],1088362,en,True Love Waits,"When freshman art students Viv and Cam sneak into a studio classroom to practice figure drawing on one another, they must grapple with their budding sexuality and whether they can stick to the ""True Love Waits"" pledges they signed in their youth.",1.388,/2pIatTPowu5tB8wL8oDfBaiNyF8.jpg,2023-04-20,True Love Waits,False,0.0,0
False,/jAMgv9gA8XF6ETmQUciZWkMrain.jpg,"[80, 14, 53]",889816,fr,L’Autre Laurens,"Gabriel Laurens, fifty years old, is a «private investigator». When his fifteen-year-old niece Jade comes into his life and asks him to investigate her father’s death, the detective is confronted with memories he thought were buried forever. Confronted with the ghosts of his past, Gabriel Laurens finds himself caught up in a strange investigation involving pretense, fantasy and drug trafficking.",1.613,/dqp8nMbvehhcL1oQCXMEJ5f9eaC.jpg,2023-09-26,The Other Laurens,False,6.0,2
False,,[],652319,te,చివరకు మిగిలేది,A black and white film that takes place on a Sunday in the drunk town of Hanmakonda.,1.388,/yRLat8k2n1mh2XxzsdO1XiXvWAW.jpg,2023-11-04,Chivaraku Migiledi,False,0.0,0
False,,[99],1217782,en,Ragazzi Madre: L'iliade,"Achille Lauro comes back with a new documentary ""Ragazzi Madre: L'iliade"". Ten years of career, an iliad of battles in the streets which led Achille to his consecration, from the hopeless and violent Roman suburbs to international stages and representing Italian Music at the United Nations Headquarters in New York.",1.884,/vKuwtd9WT23b5bAeEPpVdAknJ7G.jpg,2023-12-14,Ragazzi Madre: L'iliade,False,7.0,2
False,/f33ZuOl09V7xROvMEBVslOGcxPt.jpg,[10749],1003816,ru,"Снег, сестра и росомаха","He works as a policeman and is engaged in raids on drug dealers. She is a preacher in a secret religious community. One day, he accidentally dials the wrong number and falls in love with the voice he hears. Thus begins this strange connection between two solitudes.",1.387,/2sdVwedli4Z11uScmags96G1Kbh.jpg,2023-02-16,"Snow, Sister and Wolverine",False,6.5,2
False,,"[18, 53]",637792,en,Conundrum: Secrets Among Friends,"A story about longtime friends whom have known one another since college. All of whom have been doing well since, with careers in the entertainment industry, on wall street, legal and even in the NFL. When the group decides to take a weekend getaway, to a rented beach house in the Hamptons, all hell breaks loose when secrets among them, come to light.",2.907,/5mKDif1K6b5ZHp7y3QKDjQSjgPL.jpg,2023-02-11,Conundrum: Secrets Among Friends,False,0.0,0
False,,"[99, 35]",1212368,en,The Distressing Effects of Ultimate Fame: The Brett Pick Story,"How does the most famous man in the world go missing overnight and is never heard from again for three years? That's what our host Leo is trying to find out, delving into the depths of the Brett Pick timeline, documenting his process of interviewing, researching, and finding answers to his questions. This is the Brett Pick story.",1.774,/fRXIFee1dRYOG0P1bzORfyiFw7e.jpg,2023-12-01,The Distressing Effects of Ultimate Fame: The Brett Pick Story,False,0.0,0
False,/6IbHn8oNOt7x4SRduFg5SXYoR9P.jpg,[18],1197118,es,Quedate quieto o te amo,Even the smallest animals have the survival instinct intact. But not El Malincho: this young bandit desperately seeks refuge in love.,1.454,/a99StEW3VtbGN5o1c4x12PyDYU8.jpg,2023-11-05,Stay Still or I'll Love You,False,0.0,0
False,,[99],1153314,en,The Final Game of Death,A brand new three-hour video essay by Arrow Films that incorporates a new 2K restoration of all two hours of Bruce Lee’s original dailies for Game of Death from a recently-discovered interpositive.,2.744,/w10mA4GpdAfWAJW5u2Iri01bESu.jpg,2023-07-17,The Final Game of Death,False,0.0,1
False,,[99],1066692,en,The Lie Detector,"In the first decades of the 20th century, when life was being transformed by scientific innovations, researchers made a thrilling new claim: they could tell whether someone was lying by using a machine.  Popularly known as the “lie detector,” the device transformed police work, seized headlines and was extolled in movies, TV and comics as an infallible crime-fighting tool. Husbands and wives tested each other’s fidelity. Corporations routinely tested employees’ honesty and government workers were tested for loyalty and “morals.”  But the promise of the polygraph turned dark, and the lie detector too often became an apparatus of fear and intimidation. Written and directed by Rob Rapley and executive produced by Cameo George, The Lie Detector is a tale of good intentions, twisted morals and unintended consequences.",3.234,/7M880G3pV6IH0LVH7JaqQfrOkE.jpg,2023-01-03,The Lie Detector,False,0.0,0
False,,[99],1217950,en,Atmospheric River Rats 2.0,After a long and arduous dust season the rain has finally returned. Atmospheric River Rats 2 is here now featuring unprecedented levels of community. We hope you enjoy and we couldn't have done it without you. Confused? Decode some of the inside jokes and lore by checking out last year's movie.,1.385,/fvSbusr96vqGYt7FtBR41upH0Fm.jpg,2023-12-09,Atmospheric River Rats 2.0,False,0.0,0
False,,[18],1166041,ta,Neela Nira Sooriyan,"Bhanu, a high school teacher, wants to transition as a trans woman while working for a school in a small town in South India. Bhanu’s parents do not know that she is already taking hormone treatment for the transition. When her parents force a marriage upon her due to their financial situation, Bhanu gains courage under pressure. She starts to live as a woman named Bhanu with her friend Haritha's help. The school administration creates problems by not acknowledging Bhanu as a woman. As Bhanu struggles to find happiness after transition, she meets a student Karthik who is being bullied by his classmates for his feminine demeanor. Unable to withstand the bullying, Karthik retaliates by wearing makeup and nail polish to school. The school administration blames Bhanu for all the problems. How Karthik and Bhanu deal with the problems form the rest of the story.",1.385,/A16bQWo3qdA5v75DqisyzXqYHnB.jpg,2023-10-16,Blue Sunshine,False,0.0,0
False,,"[80, 53]",1186067,ru,Подвал господина Гринберга,"In a small provincial town, young girls began to disappear. The suspicion of the police was aroused by Arthur Greenberg, who was seen in a bar with the last missing girl. But is everything so simple and will the police be able to catch the criminal?",3.231,/k7XwNLLaTVfUlr9Mysd2LQh94En.jpg,2023-10-19,Mr. Greenberg's Basement,False,0.0,0
False,,[],1176746,en,Marque and Hector Turn Trash into Treasure,"A gay elder enlists the help of his dimwitted houseboy on a quest for YouTube stardom! But when his ambitions turn tyrannical he must learn to either care for the ones who love him, or lose them forever. The plan? An arts and crafts channel. The problem? He bungles everything he touches.",1.384,/eInijbOV5RfLtRYPK95oS8ZhPrn.jpg,2023-09-15,Marque and Hector Turn Trash into Treasure,False,0.0,0
False,/bcXMpzYxIwd9wGwvmtxJOA5ha21.jpg,[28],1173337,zh,书剑恩仇录,"During the reign of Emperor Qianlong of the Qing Dynasty, the old chief of the Red Flower Society Yu Wanting passes away from illness, and his godson Chen Jialuo is ordered to take over the chief position. Chen Jialuo, who has just entered the martial world, learns that multiple branches of the Red Flower Society has been attacked by mysterious organizations, and the whereabouts of the fourth leader Wen Tailai are unknown. During the process of inquiring about the news, Chen Jialuo reaches a deal with the dancer Yu Ruyi who is interested in the treasures of King Fu. The two of them start their journey in Hangzhou, and together with the third leader Zhao Banshan and the fourth sister-in-law Luo Bing, they rescue Wen Tailai. It turns out that Wen Tailai possesses a more shocking secret which attracts various forces to hunt them down, and results in an espionage war between the martial world and the imperial court. How should Chen Jialuo make a choice between affection and righteousness?",1.572,/u2lSKl5TmOno0xOOSz27XUCzVBk.jpg,2023-09-03,The Book and the Sword,False,3.0,2
False,/25ViAtzu9OWSRxC5u7FK3iTrh0c.jpg,[18],1098303,es,Matar Cangrejos,"Rayco, 8 years old, and his sister Paula, 14 years old, are killing time until the upcoming visit of crabs to Tenerfe. But their mother has become pregnant by a foreigner and their lives could change before the crabs arrive on the island.",2.755,/7A42xTOgZKaF4aWem7qi4FcRIhw.jpg,2023-03-26,Killing Crabs,False,5.0,3
False,/6Gcyk8Opw0jYcAuUw303c9VNJ5j.jpg,"[18, 10749]",1098064,kn,Love Birds,"Couples today come from different backgrounds and have independent lifestyles. But their independence leads to friction between them, what will keep them together?",2.687,/7WXhBjQ39zh8hrar9oHShzQ0YoO.jpg,2023-02-17,Love Birds,False,1.0,1
False,,[28],1046223,tl,Men In Uniform,"Police Officers have a very tough job. Who among us is willing to give our lives for people we do not know or for people who do not care about us? That is what they are willing to do every day they put on their uniforms and leave home. This movie is based on the real-life story of five police officers, namely, Chief Inspector Rolando Ramos, SPO2 Conrad Baldemor, PO2 Jumeil Javier, Senior Superintendent David Aragon and Senior Inspector Melinda Mallari.",1.384,/tFgTBQKoff8esAPL4anqdQo508p.jpg,2023-08-16,Badge Of Honor,False,0.0,0
False,/vZcU4GL9QikYedkDdX31WLR0HN5.jpg,"[99, 80]",993556,en,"Swipe, Match, Murder: The Disappearance of Grace Millane",The story of the murder of British backpacker Grace Millane and how her killer was caught.,2.341,/btDd9g6P6KpVbdbzNgXX7Juu6eP.jpg,2023-10-11,"Swipe, Match, Murder: The Disappearance of Grace Millane",False,0.0,0
False,/r2aWrbL3NzIVRoYCt7w8VyNVX2k.jpg,"[99, 10770]",1218458,fr,"Mangas, une révolution française","2021 served as a revelation for the last holdouts: thanks to confinement and the “Culture Pass”, manga sales and streaming anime viewing hours have exploded. These are today the dominant cultural works among young people. In truth, the trend has already been present for at least ten years. However, not so long ago, criticisms were rife and politicians accused manga of all evils. For the first time, precursors and current generations, cartoonists and publishers, absolute fans and rappers speak about their passion for these comics from Japan.",2.214,/88QzPVF7i9vA1q1S9IquUDEHnzb.jpg,2023-12-15,"Mangas, une révolution française",False,5.5,2
False,,[18],885246,nl,Skunk,"Liam has a terrible childhood, is neglected and abused. He grows up being an adolescent with dark thoughts and actions. As a defence mechanism he shits himself. Because of his home situation, the Social Service places him in a closed institution, away from his parents, where he meets the supervisor Paulien. She seems to influence him positively. When Liam is raped in the institution, he no longer sees a way out and reckons his past in a sinister manner.",1.384,/6h47QDUWQmtJWYoXgt4fqvzKEEE.jpg,2023-11-06,Skunk,False,0.0,0
False,,[18],1217206,pt,Quando Eu Crescer,,1.853,/aIVAGnoCMmRvC2LyHOe2V7sNgeb.jpg,2023-12-14,Quando Eu Crescer,False,10.0,1
False,,"[35, 18, 10751]",1155696,ja,オールモストピープル,"Four dramas about brothers and sisters, each of whom lacks a certain emotion.",2.431,/uczrUtJeZUh9Fnpd6PLrT5ZkSbA.jpg,2023-09-30,Almost People,False,8.3,4
False,,"[10752, 53]",1083789,hu,Mesterjátszma,"Based on a novel by the Austrian writer Stefan Zweig and follows a young, revolutionary couple aboard the last train leaving Budapest after the Russian invasion of 1956.",1.382,/4gVXZd51ixZEo935S4ZW6YrSsFR.jpg,2023-11-09,Mesterjátszma,False,10.0,1
False,/hdJdWlBYcAWQr3Fki9MvJdvDORH.jpg,[10402],1183217,en,Amazon Music Live: Ed Sheeran,"Sheerios, get ready: GRAMMY-winning superstar, Ed Sheeran, kicks off the second season of Amazon Music Live. Tune in to watch him perform some of his biggest hits alongside brand new songs from the forthcoming album, Autumn Variations, out September 29.",1.573,/eguTGX0mMX9eQqAR5c2OVdrvUFM.jpg,2023-09-22,Amazon Music Live: Ed Sheeran,False,1.0,1
False,/jpY6IfdynC6WcDutZEOW7HqhmYy.jpg,"[80, 18, 53]",750891,fr,Crépuscule pour un tueur,"In the late 1970s, the most feared hitman in the Montreal underworld, Donald Lavoie, found himself hunted down by his former accomplices and by a tenacious police officer.",1.382,/v6TwiUm1otVhrAuq3r3cw2jsQB4.jpg,2023-03-10,Crépuscule pour un tueur,False,6.0,1
False,/nlDXGQKBithPUqISOv5dwQx6t7E.jpg,[18],1176294,zh,隔河,"Don, in his adolescence, feels low-esteem due to his awkward walking posture. The problem now is his father, who is coming home after years of far-sea fishing. His father always makes him feel uncomfortable. However, he’s not aware that his father is facing the same dilemma.",1.381,/dC84q0cEp51pjAXDfNLcISK6aTH.jpg,2023-10-14,The Same,False,0.0,0
False,/jrArT6boGfxtjt5Ao0tbvHNtpgp.jpg,[35],1126800,en,Cruise,"After experiencing head trauma, a young man decides to take a trip down the Florida Georgia Line.",1.381,/mEsr8TMs9ng1vePTjsqkIaAJGH4.jpg,2023-05-10,Cruise,False,0.0,0
False,,[18],1082944,en,Stillness,A photographer comes to take remembrance portraits for a family who have just suffered a stillbirth.,1.423,/nfhVVswPNB0bwnS9HktVV8qurp0.jpg,2023-11-26,Stillness,False,0.0,0
False,/i2mgZFCoEPF78IIKJK9B5F98S4o.jpg,"[99, 10402]",1078061,en,Meat Loaf - A Celebration Of Life,"A short film tribute about the musician Meat Loaf, released by his family in 2023 on the anniversary of his death.",1.651,/uaUaagtz0DhaeAGdhYXMn07mASX.jpg,2023-01-20,Meat Loaf - A Celebration Of Life,False,0.0,0
False,/uMtLdqKsylw1hDta3e7SIjjwUUp.jpg,"[35, 12]",1200535,ru,Папаша в бегах,,2.541,/849WL8nbcoAva9RwGB3tW4msyAS.jpg,2023-11-16,Папаша в бегах,False,0.0,0
False,/pSEygWS7bjynlX1jWHH6pgIxPFH.jpg,[18],1157651,en,Ghost in the House,"Jack Johnson's story is a prime example of self-reliance and individuality. It is the quintessential American story. The son of former slaves, he possessed gifts and talents that went way beyond being a prize fighter. He was a musician, raconteur, entertainer, horse jockey, bullfighter, inventor, race car driver and secret agent during World War I. He was an infamous Lothario who flaunted his flashy lifestyle in the face of contemporary mores. Jack Johnson was the catalyst for celebrations, condemnations, deadly riots and outrage from all sides of the racial divide. He was also the most famous Black man in the world while being one of the most misunderstood.",1.38,/rVhZHKCFuUYVJnjXlecAOrqutK3.jpg,2023-02-25,Ghost in the House,False,0.0,0
False,/4RaQiHzkHDyjFRfMfGaN0ne98B2.jpg,[99],1083883,en,The Shamima Begum Story,"At 15, Shamima Begum left London to join the terror group Islamic State. For the first time, her account of what happened is investigated to find the truth.",1.38,/1kM1gF6vezLFxXHZ2ZeJBYXJbIo.jpg,2023-02-04,The Shamima Begum Story,False,0.0,0
False,,"[36, 12]",925615,hu,Hadik,Historical movie on the life of András Hadik,1.38,/eq3TXqM9hp09plol2F4fdiNoemb.jpg,2023-03-19,Hadik,False,4.6,6
False,,"[35, 10749]",1000551,fr,Bac +12,"A black man in his thirties, from a very privileged and over-educated background, finds himself reduced to becoming a security guard in a supermarket in order to enter the working world. In order to be accepted by his new colleagues, he will quickly have to deny his culture and pass himself off as scum.",1.379,/qHOwzojeBbQ1HJWXC1X2PV0Kcr8.jpg,2023-04-01,Bac +12,False,0.0,0
False,/qYejve1XhVlyedTbV0TabK88KU3.jpg,"[27, 878, 35]",992846,en,Capsules,"After experimenting with mysterious substances, four chem students find themselves addicted in the worst way possible: they’ll die unless they take more.",1.379,/r5PrmbQoxAXHDjqOkZchTLVFqEa.jpg,2023-03-31,Capsules,False,2.0,1
False,/jz6yK2yU43sJQLseHv2xnmFMq9Z.jpg,"[10752, 18, 36]",864120,ru,Праведник,"In 1942, Red Army officer Nikolai Kiselyov receives orders to evacuate over 200 Jewish women, children, and elderly men facing brutality and death in Nazi-occupied Belarus. These exhausted, starving, terrified and bereaved people, deeply scarred by the horrors they have witnessed, must trek hundreds of kilometers along forest paths to regain hope of survival and faith in the future.",3.126,/vIEgXxQ3QPMBcq7eJLHCpq07paW.jpg,2023-02-16,Tzadik,False,7.4,9
False,/8k0xqVC5lDsj0kdpHu94nxUHiN4.jpg,[],1220332,fr,Les mille vies de Jorge Semprún,,1.75,/wjL9RLW9cGKYRsj6ynjlcQbLjsc.jpg,2023-12-13,Les mille vies de Jorge Semprún,False,0.0,0
False,/kaVzmgFeODq0QaZeUPlOAzFWn3Q.jpg,[99],1076631,fi,Wanha Markku,"Markku built a house for his family with his own bare hands like a strong man is supposed to do. He worked hard from dawn to dusk, so that his seven children would have a roof above their heads. Unfortunately, the task ended up being too hard and Markku burnt out. One day, he left his family and disappeared abroad.  The filmmaker travels to his childhood home to face his father, who he never got to know properly. Together they build a steel gate in front of the unfinished house, and try to create a relationship between each other.",1.654,/J7QxuTpVEqbQUiGHgMP7uA6Gd9.jpg,2023-12-15,Under Construction,False,0.0,0
False,/cFXBeSbSNHUKgPZU6Cg28Oor41z.jpg,[],1168465,en,Miley Cyrus - Endless Summer Vacation: Continued (Backyard Sessions),"In celebration of the release of new song ""Used To Be Young,"" Miley Cyrus shares stories and insights from the many chapters of her life; music from the singer's latest release, ""Endless Summer Vacation.""",1.499,/30YRcvYIcIa0EOVhVq2PhOCojbL.jpg,2023-08-25,Miley Cyrus - Endless Summer Vacation: Continued (Backyard Sessions),False,0.0,0
False,/xDmUHhmVfDdFq513904MwSiMr7.jpg,[],1122362,en,Gamebred Fighting Championship 4: Nelson vs. Clecker,"Gamebred Fighting Championship 4: Nelson vs. Clecker was a mixed martial arts event that took place on Friday, May 5 , 2023 at the FLA Live Arena in Sunrise, Florida.",1.378,/7NfeZkpL9keb9zulJLhShXD45Ev.jpg,2023-05-05,Gamebred Fighting Championship 4: Nelson vs. Clecker,False,0.0,0
